Company,Calculated_NAICS,Target_NAICS,Is_Target_Match,Confidence,Match_Reasoning,Business_Status,Review_Count,Has_Reviews,Latitude,Longitude,Street_Address,City,State,Zip_Code,Operating_Hours,Hard_Attributes,Price_Level,Business_Website,Employees_Estimated,Year_Established,Last_Review_Date
East Cafe,722515,722515,TRUE,Low,"East Cafe operates from 9:00 AM to 11:30 PM, which does not align with the typical early morning hours of a coffee shop. While there are positive reviews about coffee and a good ambiance, the lack of breakfast service and the late closing time suggest it may not primarily function as a coffee shop.",Active,5,Yes,44.9641139,-93.2462129,"815 Cedar Ave Suite B, Minneapolis, MN 55404, USA",Minneapolis,MN,55401,Monday: 9:00??AM??€?€?1:30??PM; Tuesday: 9:00??AM??€?€?1:30??PM; Wednesday: 9:00??AM??€?€?1:30??PM; Thursday: 9:00??AM??€?€?1:30??PM; Friday: 9:00??AM??€?€?1:30??PM; Saturday: 9:00??AM??€?€?1:30??PM; Sunday: 9:00??AM??€?€?1:30??PM,None,N/A,,,,2025/8/30
Mother Dough Bakery,722515,722515,TRUE,High,"Mother Dough Bakery operates primarily during morning hours, serves breakfast and lunch, and has a strong focus on baked goods and coffee, aligning it with the characteristics of a coffee shop.",Active,5,Yes,44.9761481,-93.267978,"1st floor fireside lounge and Skyway, 225 South 6th St, Minneapolis, MN 55402, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,"Breakfast, Lunch",N/A,https://motherdoughbakery.com/,,,2025/8/1
Corner Coffee Downtown,722515,722515,TRUE,High,"Corner Coffee Downtown opens early (7 AM), serves breakfast items, and has a positive morning vibe based on reviews, confirming its classification as a coffee shop.",Active,5,Yes,44.9747412,-93.2739047,"905 Nicollet Mall, Minneapolis, MN 55402, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: Closed,Breakfast,N/A,http://www.corner.coffee/,,,2026/1/3
Hilltop Cafe,722515,722515,TRUE,Low,"While the cafe operates in the morning and serves breakfast, the reviews indicate that it primarily offers Ethiopian cuisine, which suggests it may not fit the typical coffee shop model focused on coffee and breakfast. Therefore, the confidence in categorizing it as a coffee shop is low.",Active,5,Yes,44.9758287,-93.2663393,"300 South 6th St, Minneapolis, MN 55415, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,"Breakfast, Lunch",N/A,https://www.hilltopcafe.org/,,,2026/1/12
Blackwater Coffee & Cafe Minneapolis,722515,722515,TRUE,High,"Blackwater Coffee & Cafe Minneapolis operates primarily as a coffee shop, opening early for breakfast and lunch, which aligns with the NAICS code 722515. The reviews indicate a focus on coffee and light meals, further supporting this classification.",Active,5,Yes,44.9784498,-93.2688809,"skyway level, 100 S 5th St, Minneapolis, MN 55402, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,"Breakfast, Lunch",2,http://blackwatercc.com/,,,2025/12/18
Caribou Coffee,722515,722515,TRUE,High,"Caribou Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops. The reviews indicate a positive atmosphere and focus on coffee and baked goods, further supporting this classification.",Active,5,Yes,44.9784128,-93.2610217,"509 Washington Ave S, Minneapolis, MN 55415, USA",Minneapolis,MN,55401,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://locations.cariboucoffee.com/us/mn/minneapolis/509-washington-avenue-s,,,2025/11/7
7 Corners Coffee - Minneapolis - West Bank,722515,722515,TRUE,High,"7 Corners Coffee operates during morning hours, serves breakfast, and has a coffee-focused menu, aligning with the characteristics of a coffee shop (NAICS 722515). Reviews indicate a positive morning vibe, further supporting this classification.",Active,5,Yes,44.9732424,-93.246358,"1851 Washington Ave S suite d, Minneapolis, MN 55454, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,1,http://7cornerscoffee.com/,,,2025/12/25
Misfit Coffee,722515,722515,TRUE,High,"Misfit Coffee operates during morning hours (8 AM - 2 PM) and focuses on coffee, with a vibe that aligns with a coffee shop rather than a bar. The reviews emphasize high-quality coffee and a pleasant atmosphere, confirming its identity as a coffee shop.",Active,5,Yes,44.97814109999999,-93.2984672,"207 N Humboldt Ave, Minneapolis, MN 55405, USA",Minneapolis,MN,55401,Monday: Closed; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,2,http://misfitcoffee.com/,,,2026/1/13
Cafe Alma,722515,722515,TRUE,High,"Cafe Alma operates primarily during morning hours and serves breakfast, aligning with the characteristics of a coffee shop. The reviews indicate a warm, coffee shop vibe, despite offering lunch and dinner options. However, the focus on coffee and breakfast supports the classification under NAICS 722515.",Active,5,Yes,44.983884,-93.248088,"528 University Ave SE, Minneapolis, MN 55414, USA",Minneapolis,MN,55401,Monday: 8:00??AM??€?€?:30??PM; Tuesday: 8:00??AM??€?€?:30??PM; Wednesday: 8:00??AM??€?€?:30??PM; Thursday: 8:00??AM??€?€?:30??PM; Friday: 8:00??AM??€?€?:30??PM; Saturday: 8:00??AM??€?€?:30??PM; Sunday: 8:00??AM??€?€?:30??PM,"Breakfast, Lunch, Dinner, Beer, Wine",2,https://www.almampls.com/cafe,,,2025/9/30
C.R.E.A.M Cafe,722515,722515,TRUE,High,"C.R.E.A.M Cafe operates primarily during morning hours, serves breakfast and lunch, and has a focus on coffee, aligning with the characteristics of a coffee shop (NAICS 722515).",Active,5,Yes,44.9806059,-93.2613945,"428 S 2nd St, Minneapolis, MN 55401, USA",Minneapolis,MN,55401,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,http://www.klassicsmn.com/,,,2026/1/7
Duck Duck Coffee,722515,722515,TRUE,High,"Duck Duck Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast, which aligns with the NAICS code 722515 for coffee shops. The reviews indicate a cozy atmosphere and a focus on coffee, further supporting this classification.",Active,5,Yes,44.9342292,-93.2469635,"1830 E 38th St, Minneapolis, MN 55407, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: Closed; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 10:00??AM??€?€?:00??PM,Breakfast,1,http://duckduckmpls.com/,,,2025/8/22
Vitality Roasting,722515,722515,TRUE,High,"Vitality Roasting operates as a coffee shop, opening early in the morning and serving coffee, which aligns with the NAICS code 722515 for coffee shops. The reviews indicate a focus on coffee and a morning vibe, further supporting this classification.",Active,5,Yes,44.9768134,-93.2700129,"601 S Marquette Ave Ste 220, Minneapolis, MN 55402, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,None,1,http://www.vitalityroasting.com/,,,2025/10/16
Northern Coffeeworks,722515,722515,TRUE,High,"Northern Coffeeworks operates from 7 AM to 4 PM, serves breakfast, and has a coffee-focused atmosphere, aligning with the characteristics of a coffee shop (NAICS 722515). The reviews indicate a social and work-friendly vibe, further supporting this classification.",Active,5,Yes,44.9265259,-93.2324979,"4208 S 28th Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,2,http://www.northerncoffeeworks.com/,,,2026/1/13
Bichota Coffee,722515,722515,TRUE,Low,"Bichota Coffee operates from 9 AM to 3 PM, which does not align with the typical early morning hours of a coffee shop. While it serves coffee and has a hangout vibe, the lack of breakfast service and the hours suggest it may not fully fit the coffee shop definition.",Active,5,Yes,44.9346865,-93.2628024,"3740 Chicago Ave, Minneapolis, MN 55407, USA",Minneapolis,MN,55401,Monday: 9:00??AM??€?€?:00??PM; Tuesday: 9:00??AM??€?€?:00??PM; Wednesday: 9:00??AM??€?€?:00??PM; Thursday: 9:00??AM??€?€?:00??PM; Friday: 9:00??AM??€?€?:00??PM; Saturday: 9:00??AM??€?€?:00??PM; Sunday: 9:00??AM??€?€?:00??PM,None,N/A,https://www.bichotacoffee.com/,,,2025/12/11
Cuppa Java,722515,722515,TRUE,High,"Cuppa Java opens early in the morning, serves breakfast, and has a strong coffee focus as indicated by the reviews. Despite offering lunch and dinner, the emphasis on breakfast and coffee aligns with the characteristics of a coffee shop.",Active,5,Yes,44.973487,-93.3084885,"400 Penn Ave S, Minneapolis, MN 55405, USA",Minneapolis,MN,55401,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:30??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",1,https://cuppajava.com/,,,2026/1/6
FRGMNT Coffee - Skyway,722515,722515,TRUE,High,"FRGMNT Coffee - Skyway operates primarily as a coffee shop, opening early in the morning and serving breakfast, which aligns with the NAICS code 722515 for coffee shops. The reviews emphasize the quality of coffee and the breakfast offerings, confirming the morning vibe.",Active,5,Yes,44.9743156,-93.2675662,"333 S 7th St #220, Minneapolis, MN 55402, USA",Minneapolis,MN,55401,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,Breakfast,N/A,https://frgmntcoffee.com/,,,2025/9/15
Fireroast Coffee,722515,722515,TRUE,High,"Fireroast Coffee operates during morning hours, serves breakfast and lunch, and has a cozy vibe, aligning with the characteristics of a coffee shop (NAICS 722515). The presence of beer and wine does not detract from its primary focus on coffee.",Active,5,Yes,44.9341037,-93.2193568,"3800 37th Ave S, Minneapolis, MN 55406, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Beer, Wine",1,http://www.fireroastcoffeempls.com/,,,2025/12/11
Rustica Washington Square,722515,722515,TRUE,High,"Rustica Washington Square operates from 7:00 AM to 3:00 PM, indicating a focus on breakfast and coffee rather than dinner or late-night service. The reviews highlight a warm atmosphere and emphasize quality pastries, aligning with the characteristics of a coffee shop.",Active,5,Yes,44.9812217,-93.2653215,"100 Washington Ave S, Minneapolis, MN 55401, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,N/A,https://rusticabakery.com/,,,2025/10/8
Starbucks Coffee Company,722515,722515,TRUE,High,"Starbucks Coffee Company operates as a coffee shop, opening early at 5 AM and serving breakfast and lunch, aligning with the characteristics of NAICS 722515.",Active,5,Yes,44.98376,-93.26721,"100 Hennepin Ave, Minneapolis, MN 55401, USA",Minneapolis,MN,55401,Monday: 5:00??AM??€?€?:00??PM; Tuesday: 5:00??AM??€?€?:00??PM; Wednesday: 5:00??AM??€?€?:00??PM; Thursday: 5:00??AM??€?€?:00??PM; Friday: 5:00??AM??€?€?:00??PM; Saturday: 5:00??AM??€?€?:00??PM; Sunday: 5:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://www.starbucks.com/store-locator/store/1018307,,,2026/1/4
Rise Bagel Co.,722515,722515,TRUE,High,"Rise Bagel Co. operates primarily during morning hours, serves breakfast items, and has a strong focus on coffee, aligning well with the characteristics of a coffee shop.",Active,5,Yes,44.9859808,-93.2766621,"530 N 3rd St, Minneapolis, MN 55401, USA",Minneapolis,MN,55401,Monday: Closed; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,1,http://www.risebagel.com/,,,2025/12/8
Hard Times Cafe,722515,722515,TRUE,High,"Hard Times Cafe operates from 8 AM to 12 AM, serving breakfast, lunch, and dinner, which indicates a focus on food service. However, the emphasis on breakfast and the positive reviews about the atmosphere suggest a coffee shop vibe, aligning with NAICS code 722515 for coffee shops.",Active,5,Yes,44.969589,-93.246227,"1821 Riverside Ave, Minneapolis, MN 55454, USA",Minneapolis,MN,55401,Monday: 8:00??AM??€?€?2:00??AM; Tuesday: 8:00??AM??€?€?2:00??AM; Wednesday: 8:00??AM??€?€?2:00??AM; Thursday: 8:00??AM??€?€?2:00??AM; Friday: 8:00??AM??€?€?2:00??AM; Saturday: 8:00??AM??€?€?2:00??AM; Sunday: 8:00??AM??€?€?2:00??AM,"Breakfast, Lunch, Dinner",1,http://www.facebook.com/hardtimescafe,,,2025/11/16
Diamonds Coffee Shoppe,722515,722515,TRUE,High,"Diamonds Coffee Shoppe operates from 7 AM to 4 PM, serving breakfast and lunch, which aligns with the characteristics of a coffee shop. The reviews highlight a positive atmosphere and focus on coffee, confirming its primary function as a coffee shop.",Active,5,Yes,45.00443560000001,-93.2476088,"Thorp Building, 1618 Central Ave NE, Minneapolis, MN 55413, USA",Minneapolis,MN,55401,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,http://www.diamondscoffeeshoppe.com/,,,2025/11/4
C??phin Minneapolis,722515,722515,TRUE,High,"C??phin Minneapolis operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews emphasize a coffee-centric experience with a morning vibe, further confirming its classification as a coffee shop.",Active,5,Yes,44.9212565,-93.3286019,"4503 France Ave S, Minneapolis, MN 55410, USA",Minneapolis,MN,55401,Monday: Closed; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,https://www.caphinmpls.com/,,,2026/1/11
The Loon Cafe,722515,722515,TRUE,Low,"The Loon Cafe serves breakfast, lunch, and dinner, and offers beer and wine, indicating it operates more like a bar/restaurant than a traditional coffee shop. The reviews suggest a strong bar vibe, especially with mentions of it being a favorite bar and a spot for lunch or dinner before games.",Active,5,Yes,44.9804105,-93.2739687,"500 N 1st Ave, Minneapolis, MN 55403, USA",Minneapolis,MN,55401,Monday: Closed; Tuesday: 11:30??AM??€?€?2:00??AM; Wednesday: 11:30??AM??€?€?2:00??AM; Thursday: 11:30??AM??€?€?2:00??AM; Friday: 11:30??AM??€?€?:00??AM; Saturday: 12:00??PM??€?€?:00??AM; Sunday: Closed,"Breakfast, Lunch, Dinner, Beer, Wine",2,http://looncafe.com/,,,2026/1/4
Caribou Coffee,722515,722515,TRUE,High,"Caribou Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS code 722515 for coffee shops.",Active,5,Yes,44.9726484,-93.2761786,"1100 Nicollet Ave, Minneapolis, MN 55403, USA",Minneapolis,MN,55402,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:30??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://locations.cariboucoffee.com/us/mn/minneapolis/1100-nicollet-avenue,,,2026/1/15
Starbucks Coffee Company,722515,722515,TRUE,High,"Starbucks Coffee Company operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The positive reviews emphasize the coffee quality and service, reinforcing the coffee shop vibe.",Active,5,Yes,44.97622,-93.27159,"80 S 8th St, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,Monday: 5:30??AM??€?€?:30??PM; Tuesday: 5:30??AM??€?€?:30??PM; Wednesday: 5:30??AM??€?€?:30??PM; Thursday: 5:30??AM??€?€?:30??PM; Friday: 5:30??AM??€?€?:30??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",2,https://www.starbucks.com/store-locator/store/11666/,,,2025/11/1
Hen House Eatery,722515,722515,TRUE,High,"Hen House Eatery operates primarily during morning hours, serves breakfast, and has a strong coffee focus as indicated by the reviews highlighting specialty coffees. The presence of beer and wine does not detract from its primary function as a coffee shop.",Active,5,Yes,44.9750527,-93.2706235,"114 S 8th St, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:30??AM??€?€?:00??PM; Sunday: 7:30??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",2,http://henhouseeatery.com/,,,2026/1/1
Capella Atrium,722515,722515,TRUE,High,"Capella Atrium opens early at 6 AM, serves breakfast and lunch, and has a vibe suitable for a coffee shop, aligning with NAICS code 722515.",Active,1,Yes,44.976168,-93.2685809,"225 South 6th St, Minneapolis, MN 55402, USA",Minneapolis,MN,55402,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",N/A,,,,2018/7/3
